Image_Index,True_Label,Predicted_Label,U,FM1,FM2,FM3,C
8634,8,8,6.0,0.5,0.1,0.1,True
8635,3,3,4.0,0.5,0.2,0.2,True
8636,4,4,3.0,0.7,0.2,0.1,True
8637,1,1,2.0,0.9,0.1,0.0,True
8638,0,0,3.0,0.7,0.2,0.1,True
8639,4,4,2.0,0.7,0.3,0.0,True
8640,6,5,5.0,0.4,0.3,0.1,False
8641,2,2,3.0,0.5,0.3,0.2,True
8642,7,7,1.0,1.0,0.0,0.0,True
8643,1,1,2.0,0.9,0.1,0.0,True
8644,6,6,1.0,1.0,0.0,0.0,True
8645,4,4,2.0,0.8,0.2,0.0,True
8646,2,2,1.0,1.0,0.0,0.0,True
8647,6,6,2.0,0.7,0.3,0.0,True
8648,9,9,2.0,0.6,0.4,0.0,True
8649,9,9,3.0,0.7,0.2,0.1,True
8650,9,9,4.0,0.5,0.3,0.1,True
8651,4,4,1.0,1.0,0.0,0.0,True
8652,0,0,5.0,0.3,0.3,0.2,True
8653,6,6,1.0,1.0,0.0,0.0,True
8654,3,6,3.0,0.7,0.2,0.1,False
8655,9,9,4.0,0.7,0.1,0.1,True
8656,9,9,2.0,0.9,0.1,0.0,True
8657,5,5,4.0,0.7,0.1,0.1,True
8658,5,5,4.0,0.6,0.2,0.1,True
8659,7,7,2.0,0.8,0.2,0.0,True
8660,1,1,5.0,0.6,0.1,0.1,True
8661,2,2,1.0,1.0,0.0,0.0,True
8662,6,6,1.0,1.0,0.0,0.0,True
8663,1,5,5.0,0.3,0.2,0.2,False
8664,9,9,2.0,0.9,0.1,0.0,True
8665,7,7,3.0,0.4,0.3,0.3,True
8666,5,5,2.0,0.9,0.1,0.0,True
8667,4,4,2.0,0.7,0.3,0.0,True
8668,5,5,4.0,0.6,0.2,0.1,True
8669,6,6,2.0,0.9,0.1,0.0,True
8670,8,4,4.0,0.4,0.3,0.2,False
8671,2,2,3.0,0.6,0.3,0.1,True
8672,2,2,2.0,0.9,0.1,0.0,True
8673,5,1,3.0,0.6,0.2,0.2,False
8674,2,2,1.0,1.0,0.0,0.0,True
8675,9,9,2.0,0.7,0.3,0.0,True
8676,8,4,4.0,0.5,0.3,0.1,False
8677,2,2,2.0,0.9,0.1,0.0,True
8678,4,4,4.0,0.7,0.1,0.1,True
8679,6,6,1.0,1.0,0.0,0.0,True
8680,4,4,2.0,0.9,0.1,0.0,True
8681,4,4,3.0,0.7,0.2,0.1,True
8682,5,9,4.0,0.5,0.3,0.1,False
8683,5,5,4.0,0.4,0.3,0.2,True
8684,1,1,1.0,1.0,0.0,0.0,True
8685,9,3,4.0,0.5,0.2,0.2,False
8686,1,1,1.0,1.0,0.0,0.0,True
8687,7,9,4.0,0.5,0.2,0.2,False
8688,8,8,3.0,0.7,0.2,0.1,True
8689,8,8,3.0,0.4,0.3,0.3,True
8690,3,3,6.0,0.4,0.2,0.1,True
8691,5,5,3.0,0.7,0.2,0.1,True
8692,0,0,1.0,1.0,0.0,0.0,True
8693,7,7,1.0,1.0,0.0,0.0,True
8694,7,7,5.0,0.4,0.2,0.2,True
8695,5,5,3.0,0.7,0.2,0.1,True
8696,8,8,3.0,0.8,0.1,0.1,True
8697,3,3,4.0,0.6,0.2,0.1,True
8698,1,1,1.0,1.0,0.0,0.0,True
8699,0,4,6.0,0.3,0.3,0.1,False
8700,3,3,5.0,0.4,0.2,0.2,True
8701,4,4,2.0,0.9,0.1,0.0,True
8702,6,6,3.0,0.8,0.1,0.1,True
8703,7,7,2.0,0.7,0.3,0.0,True
8704,2,2,1.0,1.0,0.0,0.0,True
8705,7,7,2.0,0.9,0.1,0.0,True
8706,5,5,3.0,0.7,0.2,0.1,True
8707,6,6,2.0,0.9,0.1,0.0,True
8708,2,2,2.0,0.9,0.1,0.0,True
8709,3,3,2.0,0.9,0.1,0.0,True
8710,4,4,2.0,0.9,0.1,0.0,True
8711,0,0,1.0,1.0,0.0,0.0,True
8712,0,0,1.0,1.0,0.0,0.0,True
8713,9,9,2.0,0.9,0.1,0.0,True
8714,5,5,2.0,0.8,0.2,0.0,True
8715,3,1,5.0,0.5,0.2,0.1,False
8716,2,2,1.0,1.0,0.0,0.0,True
8717,8,3,4.0,0.5,0.3,0.1,False
8718,8,1,5.0,0.5,0.2,0.1,False
8719,9,9,2.0,0.8,0.2,0.0,True
8720,9,9,2.0,0.9,0.1,0.0,True
8721,8,8,4.0,0.3,0.3,0.3,True
8722,5,5,4.0,0.5,0.2,0.2,True
8723,4,4,2.0,0.9,0.1,0.0,True
8724,9,9,4.0,0.4,0.3,0.2,True
8725,2,2,2.0,0.8,0.2,0.0,True
8726,2,2,1.0,1.0,0.0,0.0,True
8727,6,6,1.0,1.0,0.0,0.0,True
8728,4,4,4.0,0.5,0.2,0.2,True
8729,9,9,2.0,0.6,0.4,0.0,True
8730,3,3,2.0,0.8,0.2,0.0,True
8731,6,6,2.0,0.8,0.2,0.0,True
8732,3,2,2.0,0.9,0.1,0.0,False
8733,8,8,3.0,0.8,0.1,0.1,True
8734,7,7,2.0,0.9,0.1,0.0,True
8735,2,2,2.0,0.7,0.3,0.0,True
8736,3,3,2.0,0.9,0.1,0.0,True
8737,3,3,1.0,1.0,0.0,0.0,True
8738,6,6,1.0,1.0,0.0,0.0,True
8739,0,0,2.0,0.9,0.1,0.0,True
8740,1,1,1.0,1.0,0.0,0.0,True
8741,0,0,1.0,1.0,0.0,0.0,True
8742,2,2,3.0,0.6,0.3,0.1,True
8743,0,0,1.0,1.0,0.0,0.0,True
8744,7,7,2.0,0.9,0.1,0.0,True
8745,5,3,2.0,0.9,0.1,0.0,False
8746,0,0,2.0,0.7,0.3,0.0,True
8747,3,3,4.0,0.7,0.1,0.1,True
8748,0,0,3.0,0.7,0.2,0.1,True
8749,2,6,2.0,0.9,0.1,0.0,False
8750,9,9,2.0,0.6,0.4,0.0,True
8751,8,8,2.0,0.6,0.4,0.0,True
8752,4,4,2.0,0.9,0.1,0.0,True
8753,3,3,3.0,0.5,0.4,0.1,True
8754,3,3,2.0,0.9,0.1,0.0,True
8755,7,7,2.0,0.5,0.5,0.0,True
8756,0,0,1.0,1.0,0.0,0.0,True
8757,7,7,1.0,1.0,0.0,0.0,True
8758,0,0,1.0,1.0,0.0,0.0,True
8759,3,3,3.0,0.6,0.2,0.2,True
8760,0,0,1.0,1.0,0.0,0.0,True
8761,7,7,1.0,1.0,0.0,0.0,True
8762,0,0,3.0,0.8,0.1,0.1,True
8763,7,7,4.0,0.5,0.3,0.1,True
8764,6,6,1.0,1.0,0.0,0.0,True
8765,7,7,1.0,1.0,0.0,0.0,True
8766,5,3,4.0,0.4,0.3,0.2,False
8767,8,3,3.0,0.4,0.4,0.2,False
8768,7,7,2.0,0.9,0.1,0.0,True
8769,7,7,2.0,0.8,0.2,0.0,True
8770,9,9,3.0,0.8,0.1,0.1,True
8771,7,9,3.0,0.5,0.4,0.1,False
8772,9,9,2.0,0.9,0.1,0.0,True
8773,1,1,1.0,1.0,0.0,0.0,True
8774,3,3,2.0,0.9,0.1,0.0,True
8775,2,2,2.0,0.9,0.1,0.0,True
8776,2,2,2.0,0.8,0.2,0.0,True
8777,4,4,3.0,0.5,0.4,0.1,True
8778,4,4,1.0,1.0,0.0,0.0,True
8779,2,2,2.0,0.7,0.3,0.0,True
8780,4,6,3.0,0.5,0.3,0.2,False
8781,0,0,1.0,1.0,0.0,0.0,True
8782,6,6,2.0,0.7,0.3,0.0,True
8783,7,3,6.0,0.3,0.2,0.2,False
8784,8,8,2.0,0.9,0.1,0.0,True
8785,8,5,3.0,0.8,0.1,0.1,False
8786,5,5,3.0,0.6,0.3,0.1,True
8787,2,2,3.0,0.8,0.1,0.1,True
8788,8,8,5.0,0.4,0.2,0.2,True
8789,2,2,5.0,0.5,0.2,0.1,True
8790,6,6,2.0,0.9,0.1,0.0,True
8791,6,6,3.0,0.5,0.4,0.1,True
8792,4,4,2.0,0.9,0.1,0.0,True
8793,0,0,1.0,1.0,0.0,0.0,True
8794,7,7,1.0,1.0,0.0,0.0,True
8795,7,7,2.0,0.9,0.1,0.0,True
8796,3,3,1.0,1.0,0.0,0.0,True
8797,6,6,1.0,1.0,0.0,0.0,True
8798,1,1,1.0,1.0,0.0,0.0,True
8799,4,4,2.0,0.9,0.1,0.0,True
8800,3,2,5.0,0.4,0.2,0.2,False
8801,4,4,2.0,0.7,0.3,0.0,True
8802,6,6,3.0,0.8,0.1,0.1,True
8803,0,0,1.0,1.0,0.0,0.0,True
8804,4,4,1.0,1.0,0.0,0.0,True
8805,4,4,4.0,0.6,0.2,0.1,True
8806,8,8,3.0,0.7,0.2,0.1,True
8807,8,8,2.0,0.9,0.1,0.0,True
8808,6,6,2.0,0.9,0.1,0.0,True
8809,2,2,2.0,0.9,0.1,0.0,True
8810,0,0,3.0,0.7,0.2,0.1,True
8811,5,5,2.0,0.7,0.3,0.0,True
8812,4,4,2.0,0.8,0.2,0.0,True
8813,0,0,1.0,1.0,0.0,0.0,True
8814,1,1,1.0,1.0,0.0,0.0,True
8815,8,8,5.0,0.5,0.2,0.1,True
8816,3,3,3.0,0.7,0.2,0.1,True
8817,1,1,3.0,0.8,0.1,0.1,True
8818,8,8,4.0,0.5,0.3,0.1,True
8819,1,1,1.0,1.0,0.0,0.0,True
8820,8,8,6.0,0.5,0.1,0.1,True
8821,5,3,5.0,0.5,0.2,0.1,False
8822,2,2,3.0,0.5,0.4,0.1,True
8823,6,6,1.0,1.0,0.0,0.0,True
8824,5,5,4.0,0.5,0.3,0.1,True
8825,3,3,3.0,0.8,0.1,0.1,True
8826,8,8,2.0,0.9,0.1,0.0,True
8827,9,9,1.0,1.0,0.0,0.0,True
8828,7,7,4.0,0.5,0.3,0.1,True
8829,9,9,5.0,0.4,0.2,0.2,True
8830,4,4,2.0,0.9,0.1,0.0,True
8831,6,6,1.0,1.0,0.0,0.0,True
8832,2,2,3.0,0.8,0.1,0.1,True
8833,6,6,2.0,0.9,0.1,0.0,True
8834,3,3,2.0,0.9,0.1,0.0,True
8835,7,7,2.0,0.9,0.1,0.0,True
8836,6,6,1.0,1.0,0.0,0.0,True
8837,9,4,4.0,0.5,0.3,0.1,False
8838,6,6,1.0,1.0,0.0,0.0,True
8839,7,7,2.0,0.7,0.3,0.0,True
8840,7,9,5.0,0.3,0.3,0.2,False
8841,4,4,2.0,0.9,0.1,0.0,True
8842,1,1,2.0,0.9,0.1,0.0,True
8843,6,6,4.0,0.5,0.2,0.2,True
8844,7,7,4.0,0.7,0.1,0.1,True
8845,1,1,1.0,1.0,0.0,0.0,True
8846,3,3,2.0,0.9,0.1,0.0,True
8847,4,4,2.0,0.8,0.2,0.0,True
8848,8,8,4.0,0.6,0.2,0.1,True
8849,7,7,1.0,1.0,0.0,0.0,True
8850,6,6,1.0,1.0,0.0,0.0,True
8851,5,5,5.0,0.6,0.1,0.1,True
8852,4,4,5.0,0.4,0.2,0.2,True
8853,7,7,1.0,1.0,0.0,0.0,True
8854,6,6,1.0,1.0,0.0,0.0,True
8855,7,7,1.0,1.0,0.0,0.0,True
8856,0,0,1.0,1.0,0.0,0.0,True
8857,6,6,1.0,1.0,0.0,0.0,True
8858,9,9,3.0,0.7,0.2,0.1,True
8859,4,4,1.0,1.0,0.0,0.0,True
8860,4,4,2.0,0.9,0.1,0.0,True
8861,3,3,3.0,0.7,0.2,0.1,True
8862,0,0,4.0,0.5,0.3,0.1,True
8863,0,0,4.0,0.7,0.1,0.1,True
8864,1,1,1.0,1.0,0.0,0.0,True
8865,6,6,1.0,1.0,0.0,0.0,True
8866,5,8,4.0,0.3,0.3,0.2,False
8867,2,6,3.0,0.4,0.4,0.2,False
8868,7,5,4.0,0.5,0.2,0.2,False
8869,2,2,1.0,1.0,0.0,0.0,True
8870,4,4,2.0,0.9,0.1,0.0,True
8871,6,6,1.0,1.0,0.0,0.0,True
8872,3,3,3.0,0.7,0.2,0.1,True
8873,7,7,1.0,1.0,0.0,0.0,True
8874,0,0,1.0,1.0,0.0,0.0,True
8875,6,6,3.0,0.8,0.1,0.1,True
8876,0,0,2.0,0.8,0.2,0.0,True
8877,9,9,4.0,0.7,0.1,0.1,True
8878,7,7,2.0,0.9,0.1,0.0,True
8879,8,8,3.0,0.7,0.2,0.1,True
8880,1,1,2.0,0.9,0.1,0.0,True
8881,2,9,5.0,0.3,0.3,0.2,False
8882,8,8,3.0,0.8,0.1,0.1,True
8883,0,0,1.0,1.0,0.0,0.0,True
8884,4,4,2.0,0.8,0.2,0.0,True
8885,1,8,6.0,0.3,0.2,0.2,False
8886,5,3,2.0,0.6,0.4,0.0,False
8887,4,4,3.0,0.6,0.3,0.1,True
8888,2,2,2.0,0.9,0.1,0.0,True
8889,6,6,2.0,0.9,0.1,0.0,True
8890,1,1,3.0,0.7,0.2,0.1,True
8891,7,7,1.0,1.0,0.0,0.0,True
8892,0,0,1.0,1.0,0.0,0.0,True
8893,6,6,2.0,0.6,0.4,0.0,True
8894,9,9,3.0,0.6,0.2,0.2,True
8895,8,8,1.0,1.0,0.0,0.0,True
8896,5,5,2.0,0.9,0.1,0.0,True
8897,9,9,2.0,0.9,0.1,0.0,True
8898,8,8,2.0,0.9,0.1,0.0,True
8899,2,2,4.0,0.7,0.1,0.1,True
8900,0,0,1.0,1.0,0.0,0.0,True
8901,8,8,3.0,0.8,0.1,0.1,True
8902,9,9,3.0,0.7,0.2,0.1,True
8903,5,5,1.0,1.0,0.0,0.0,True
8904,4,4,4.0,0.5,0.3,0.1,True
8905,4,4,2.0,0.8,0.2,0.0,True
8906,3,3,2.0,0.9,0.1,0.0,True
8907,2,2,3.0,0.6,0.3,0.1,True
8908,9,9,3.0,0.8,0.1,0.1,True
8909,5,8,1.0,1.0,0.0,0.0,False
8910,4,4,1.0,1.0,0.0,0.0,True
8911,2,2,2.0,0.9,0.1,0.0,True
8912,7,7,2.0,0.9,0.1,0.0,True
8913,0,0,1.0,1.0,0.0,0.0,True
8914,9,9,3.0,0.8,0.1,0.1,True
8915,0,0,1.0,1.0,0.0,0.0,True
8916,2,2,1.0,1.0,0.0,0.0,True
8917,2,2,2.0,0.9,0.1,0.0,True
8918,2,2,2.0,0.9,0.1,0.0,True
8919,0,0,2.0,0.8,0.2,0.0,True
8920,5,5,4.0,0.6,0.2,0.1,True
8921,3,3,4.0,0.7,0.1,0.1,True
8922,6,6,1.0,1.0,0.0,0.0,True
8923,2,2,4.0,0.5,0.3,0.1,True
8924,8,8,2.0,0.9,0.1,0.0,True
8925,0,0,1.0,1.0,0.0,0.0,True
8926,8,8,2.0,0.9,0.1,0.0,True
8927,6,6,1.0,1.0,0.0,0.0,True
8928,8,8,4.0,0.7,0.1,0.1,True
8929,4,4,3.0,0.8,0.1,0.1,True
8930,3,3,2.0,0.9,0.1,0.0,True
8931,1,1,1.0,1.0,0.0,0.0,True
8932,8,0,5.0,0.4,0.2,0.2,False
8933,7,7,1.0,1.0,0.0,0.0,True
8934,7,7,1.0,1.0,0.0,0.0,True
8935,3,3,1.0,1.0,0.0,0.0,True
8936,4,3,3.0,0.4,0.3,0.3,False
8937,7,7,1.0,1.0,0.0,0.0,True
8938,9,4,2.0,0.6,0.4,0.0,False
8939,9,8,5.0,0.4,0.2,0.2,False
8940,9,9,2.0,0.8,0.2,0.0,True
8941,5,5,3.0,0.8,0.1,0.1,True
8942,3,3,5.0,0.5,0.2,0.1,True
8943,2,2,1.0,1.0,0.0,0.0,True
8944,5,3,4.0,0.4,0.4,0.1,False
8945,0,0,1.0,1.0,0.0,0.0,True
8946,3,3,3.0,0.8,0.1,0.1,True
8947,2,6,3.0,0.6,0.3,0.1,False
8948,2,2,1.0,1.0,0.0,0.0,True
8949,4,4,3.0,0.8,0.1,0.1,True
8950,2,2,3.0,0.5,0.4,0.1,True
8951,7,7,3.0,0.6,0.2,0.2,True
8952,1,1,1.0,1.0,0.0,0.0,True
8953,2,2,3.0,0.8,0.1,0.1,True
8954,6,6,1.0,1.0,0.0,0.0,True
8955,4,4,1.0,1.0,0.0,0.0,True
8956,9,9,1.0,1.0,0.0,0.0,True
8957,5,5,4.0,0.5,0.2,0.2,True
8958,1,1,3.0,0.8,0.1,0.1,True
8959,8,3,4.0,0.4,0.2,0.2,False
8960,1,1,1.0,1.0,0.0,0.0,True
8961,0,0,1.0,1.0,0.0,0.0,True
8962,3,3,2.0,0.9,0.1,0.0,True
8963,4,4,3.0,0.8,0.1,0.1,True
8964,7,7,4.0,0.5,0.2,0.2,True
8965,4,4,2.0,0.8,0.2,0.0,True
8966,9,9,2.0,0.8,0.2,0.0,True
8967,7,7,4.0,0.7,0.1,0.1,True
8968,4,4,1.0,1.0,0.0,0.0,True
8969,3,3,1.0,1.0,0.0,0.0,True
8970,9,9,2.0,0.5,0.5,0.0,True
8971,1,1,1.0,1.0,0.0,0.0,True
8972,4,4,3.0,0.7,0.2,0.1,True
8973,4,9,3.0,0.6,0.3,0.1,False
8974,0,0,6.0,0.5,0.1,0.1,True
8975,6,6,1.0,1.0,0.0,0.0,True
8976,8,8,2.0,0.8,0.2,0.0,True
8977,2,2,2.0,0.8,0.2,0.0,True
8978,0,0,2.0,0.9,0.1,0.0,True
8979,0,0,3.0,0.8,0.1,0.1,True
8980,9,9,2.0,0.9,0.1,0.0,True
8981,7,7,1.0,1.0,0.0,0.0,True
8982,1,1,3.0,0.8,0.1,0.1,True
8983,6,6,2.0,0.5,0.5,0.0,True
8984,1,1,4.0,0.6,0.2,0.1,True
8985,8,8,3.0,0.7,0.2,0.1,True
8986,2,2,2.0,0.9,0.1,0.0,True
8987,0,0,2.0,0.9,0.1,0.0,True
8988,3,7,4.0,0.4,0.4,0.1,False
8989,6,6,2.0,0.9,0.1,0.0,True
8990,5,5,3.0,0.8,0.1,0.1,True
8991,4,4,2.0,0.5,0.5,0.0,True
8992,6,6,1.0,1.0,0.0,0.0,True
8993,4,4,3.0,0.8,0.1,0.1,True
8994,8,8,1.0,1.0,0.0,0.0,True
8995,6,6,2.0,0.8,0.2,0.0,True
8996,4,4,3.0,0.8,0.1,0.1,True
8997,6,1,3.0,0.5,0.4,0.1,False
8998,0,0,2.0,0.9,0.1,0.0,True
8999,0,7,6.0,0.3,0.3,0.1,False
9000,1,1,1.0,1.0,0.0,0.0,True
9001,9,9,3.0,0.7,0.2,0.1,True
9002,1,1,4.0,0.7,0.1,0.1,True
9003,7,7,1.0,1.0,0.0,0.0,True
9004,1,1,1.0,1.0,0.0,0.0,True
9005,5,5,5.0,0.4,0.2,0.2,True
9006,8,8,3.0,0.5,0.3,0.2,True
9007,8,9,4.0,0.4,0.3,0.2,False
9008,7,7,3.0,0.8,0.1,0.1,True
9009,7,7,3.0,0.8,0.1,0.1,True
9010,5,5,3.0,0.8,0.1,0.1,True
9011,1,1,2.0,0.9,0.1,0.0,True
9012,9,3,3.0,0.4,0.3,0.3,False
9013,2,2,2.0,0.9,0.1,0.0,True
9014,4,4,1.0,1.0,0.0,0.0,True
9015,8,3,5.0,0.3,0.3,0.2,False
9016,6,6,3.0,0.7,0.2,0.1,True
9017,7,7,2.0,0.9,0.1,0.0,True
9018,1,1,2.0,0.9,0.1,0.0,True
9019,8,8,2.0,0.7,0.3,0.0,True
9020,8,8,5.0,0.4,0.3,0.1,True
9021,5,5,3.0,0.8,0.1,0.1,True
9022,1,1,1.0,1.0,0.0,0.0,True
9023,4,4,1.0,1.0,0.0,0.0,True
9024,4,4,2.0,0.9,0.1,0.0,True
9025,9,4,4.0,0.5,0.3,0.1,False
9026,4,4,1.0,1.0,0.0,0.0,True
9027,6,6,2.0,0.7,0.3,0.0,True
9028,3,5,2.0,0.5,0.5,0.0,False
9029,5,5,4.0,0.5,0.3,0.1,True
9030,0,8,3.0,0.6,0.3,0.1,False
9031,7,9,3.0,0.6,0.3,0.1,False
9032,8,8,3.0,0.7,0.2,0.1,True
9033,3,3,1.0,1.0,0.0,0.0,True
9034,2,2,1.0,1.0,0.0,0.0,True
9035,3,3,3.0,0.8,0.1,0.1,True
9036,4,4,2.0,0.9,0.1,0.0,True
9037,2,2,2.0,0.9,0.1,0.0,True
9038,1,1,1.0,1.0,0.0,0.0,True
9039,9,9,3.0,0.7,0.2,0.1,True
9040,2,9,4.0,0.3,0.3,0.2,False
9041,2,2,2.0,0.9,0.1,0.0,True
9042,7,7,1.0,1.0,0.0,0.0,True
9043,9,9,3.0,0.8,0.1,0.1,True
9044,5,3,4.0,0.4,0.4,0.1,False
9045,2,2,3.0,0.5,0.3,0.2,True
9046,7,9,2.0,0.6,0.4,0.0,False
9047,4,4,2.0,0.9,0.1,0.0,True
9048,9,9,3.0,0.6,0.3,0.1,True
9049,9,9,4.0,0.6,0.2,0.1,True
9050,2,2,2.0,0.9,0.1,0.0,True
9051,2,2,1.0,1.0,0.0,0.0,True
9052,3,3,1.0,1.0,0.0,0.0,True
9053,2,4,2.0,0.9,0.1,0.0,False
9054,6,6,4.0,0.6,0.2,0.1,True
9055,4,4,2.0,0.7,0.3,0.0,True
9056,3,3,3.0,0.8,0.1,0.1,True
9057,4,4,2.0,0.8,0.2,0.0,True
9058,4,4,1.0,1.0,0.0,0.0,True
9059,9,9,3.0,0.6,0.3,0.1,True
9060,0,0,1.0,1.0,0.0,0.0,True
9061,3,3,4.0,0.5,0.3,0.1,True
9062,0,0,2.0,0.9,0.1,0.0,True
9063,4,4,2.0,0.8,0.2,0.0,True
9064,7,7,1.0,1.0,0.0,0.0,True
9065,3,3,2.0,0.7,0.3,0.0,True
9066,1,1,1.0,1.0,0.0,0.0,True
9067,2,2,2.0,0.8,0.2,0.0,True
9068,3,3,2.0,0.8,0.2,0.0,True
9069,3,3,1.0,1.0,0.0,0.0,True
9070,4,4,2.0,0.9,0.1,0.0,True
9071,8,8,1.0,1.0,0.0,0.0,True
9072,8,8,4.0,0.5,0.3,0.1,True
9073,8,8,6.0,0.4,0.2,0.1,True
9074,2,6,3.0,0.4,0.3,0.3,False
9075,5,5,5.0,0.4,0.3,0.1,True
9076,5,5,5.0,0.4,0.2,0.2,True
9077,7,7,2.0,0.9,0.1,0.0,True
9078,9,9,1.0,1.0,0.0,0.0,True
9079,4,4,2.0,0.9,0.1,0.0,True
9080,5,5,1.0,1.0,0.0,0.0,True
9081,2,2,1.0,1.0,0.0,0.0,True
9082,2,6,2.0,0.6,0.4,0.0,False
9083,6,6,3.0,0.8,0.1,0.1,True
9084,2,2,3.0,0.5,0.4,0.1,True
9085,5,5,1.0,1.0,0.0,0.0,True
9086,6,6,2.0,0.8,0.2,0.0,True
9087,0,6,6.0,0.3,0.2,0.2,False
9088,0,0,5.0,0.5,0.2,0.1,True
9089,5,2,5.0,0.4,0.3,0.1,False
9090,2,2,3.0,0.6,0.3,0.1,True
9091,5,3,3.0,0.6,0.3,0.1,False
9092,0,0,1.0,1.0,0.0,0.0,True
9093,7,7,1.0,1.0,0.0,0.0,True
9094,7,7,3.0,0.7,0.2,0.1,True
9095,0,0,1.0,1.0,0.0,0.0,True
9096,3,3,4.0,0.6,0.2,0.1,True
9097,2,2,1.0,1.0,0.0,0.0,True
9098,7,7,2.0,0.7,0.3,0.0,True
9099,6,6,2.0,0.9,0.1,0.0,True
9100,7,7,2.0,0.8,0.2,0.0,True
9101,8,8,3.0,0.6,0.2,0.2,True
9102,3,3,5.0,0.4,0.2,0.2,True
9103,8,6,4.0,0.5,0.3,0.1,False
9104,4,4,2.0,0.9,0.1,0.0,True
9105,3,3,2.0,0.8,0.2,0.0,True
9106,9,9,2.0,0.9,0.1,0.0,True
9107,3,3,1.0,1.0,0.0,0.0,True
9108,7,7,4.0,0.6,0.2,0.1,True
9109,3,3,1.0,1.0,0.0,0.0,True
9110,2,2,3.0,0.8,0.1,0.1,True
9111,4,4,1.0,1.0,0.0,0.0,True
9112,9,9,3.0,0.8,0.1,0.1,True
9113,4,4,2.0,0.9,0.1,0.0,True
9114,8,8,3.0,0.8,0.1,0.1,True
9115,9,9,2.0,0.9,0.1,0.0,True
9116,9,9,1.0,1.0,0.0,0.0,True
9117,8,8,6.0,0.4,0.2,0.1,True
9118,3,3,4.0,0.7,0.1,0.1,True
9119,9,9,4.0,0.7,0.1,0.1,True
9120,5,3,3.0,0.7,0.2,0.1,False
9121,2,2,1.0,1.0,0.0,0.0,True
9122,3,3,2.0,0.8,0.2,0.0,True
9123,0,0,1.0,1.0,0.0,0.0,True
9124,3,3,2.0,0.8,0.2,0.0,True
9125,4,4,3.0,0.7,0.2,0.1,True
9126,4,4,1.0,1.0,0.0,0.0,True
9127,7,7,4.0,0.6,0.2,0.1,True
9128,7,7,1.0,1.0,0.0,0.0,True
9129,7,7,1.0,1.0,0.0,0.0,True
9130,0,0,1.0,1.0,0.0,0.0,True
9131,0,0,1.0,1.0,0.0,0.0,True
9132,2,2,2.0,0.8,0.2,0.0,True
9133,6,6,1.0,1.0,0.0,0.0,True
9134,5,5,2.0,0.8,0.2,0.0,True
9135,7,7,1.0,1.0,0.0,0.0,True
9136,5,5,4.0,0.7,0.1,0.1,True
9137,0,0,2.0,0.9,0.1,0.0,True
9138,8,8,2.0,0.7,0.3,0.0,True
9139,9,9,2.0,0.7,0.3,0.0,True
9140,1,1,4.0,0.7,0.1,0.1,True
9141,9,9,1.0,1.0,0.0,0.0,True
9142,3,9,3.0,0.7,0.2,0.1,False
9143,1,1,3.0,0.8,0.1,0.1,True
9144,3,3,5.0,0.4,0.2,0.2,True
9145,2,2,1.0,1.0,0.0,0.0,True
9146,7,9,2.0,0.9,0.1,0.0,False
9147,1,1,4.0,0.7,0.1,0.1,True
9148,0,0,2.0,0.9,0.1,0.0,True
9149,9,9,5.0,0.4,0.3,0.1,True
9150,5,0,4.0,0.3,0.3,0.3,False
9151,3,3,1.0,1.0,0.0,0.0,True
9152,2,2,3.0,0.8,0.1,0.1,True
9153,7,7,2.0,0.9,0.1,0.0,True
9154,2,2,2.0,0.8,0.2,0.0,True
9155,9,9,1.0,1.0,0.0,0.0,True
9156,2,2,3.0,0.8,0.1,0.1,True
9157,6,6,1.0,1.0,0.0,0.0,True
9158,1,1,2.0,0.9,0.1,0.0,True
9159,6,6,3.0,0.8,0.1,0.1,True
9160,2,2,2.0,0.5,0.5,0.0,True
9161,4,4,2.0,0.9,0.1,0.0,True
9162,3,3,3.0,0.8,0.1,0.1,True
9163,7,7,2.0,0.9,0.1,0.0,True
9164,0,0,2.0,0.9,0.1,0.0,True
9165,7,4,4.0,0.4,0.3,0.2,False
9166,2,2,2.0,0.9,0.1,0.0,True
9167,3,3,1.0,1.0,0.0,0.0,True
9168,3,3,4.0,0.6,0.2,0.1,True
9169,3,3,4.0,0.5,0.2,0.2,True
9170,7,7,3.0,0.7,0.2,0.1,True
9171,7,7,1.0,1.0,0.0,0.0,True
9172,8,8,2.0,0.7,0.3,0.0,True
9173,1,1,1.0,1.0,0.0,0.0,True
9174,2,0,4.0,0.6,0.2,0.1,False
9175,5,6,4.0,0.5,0.2,0.2,False
9176,6,6,2.0,0.6,0.4,0.0,True
9177,1,1,2.0,0.9,0.1,0.0,True
9178,3,5,5.0,0.4,0.2,0.2,False
9179,7,7,1.0,1.0,0.0,0.0,True
9180,4,4,2.0,0.9,0.1,0.0,True
9181,8,8,6.0,0.5,0.1,0.1,True
9182,5,5,3.0,0.7,0.2,0.1,True
9183,5,5,4.0,0.4,0.4,0.1,True
9184,1,9,4.0,0.6,0.2,0.1,False
9185,4,4,2.0,0.9,0.1,0.0,True
9186,3,3,3.0,0.5,0.3,0.2,True
9187,2,2,3.0,0.6,0.2,0.2,True
9188,7,7,1.0,1.0,0.0,0.0,True
9189,4,4,6.0,0.3,0.2,0.2,True
9190,7,7,3.0,0.7,0.2,0.1,True
9191,8,8,3.0,0.7,0.2,0.1,True
